Source,Target,Weight,Label1,Label2
9,172,0.04827201306343258,Dead Man Walking (1995),"Empire Strikes Back, The (1980)"
9,173,0.03533224565650574,Dead Man Walking (1995),"Princess Bride, The (1987)"
9,174,0.055860436853475616,Dead Man Walking (1995),Raiders of the Lost Ark (1981)
9,181,0.09208496737870635,Dead Man Walking (1995),Return of the Jedi (1983)
9,183,0.03468314385336362,Dead Man Walking (1995),Alien (1979)
9,195,0.03475633767928102,Dead Man Walking (1995),"Terminator, The (1984)"
9,204,0.042673590110491336,Dead Man Walking (1995),Back to the Future (1985)
9,210,0.03531840272514323,Dead Man Walking (1995),Indiana Jones and the Last Crusade (1989)
9,216,0.041521933858900135,Dead Man Walking (1995),When Harry Met Sally... (1989)
9,222,0.061323790469957916,Dead Man Walking (1995),Star Trek: First Contact (1996)
9,237,0.09372643801674055,Dead Man Walking (1995),Jerry Maguire (1996)
9,257,0.05477934864000416,Dead Man Walking (1995),Men in Black (1997)
9,258,0.09976464711755707,Dead Man Walking (1995),Contact (1997)
9,269,0.06799068795812716,Dead Man Walking (1995),"Full Monty, The (1997)"
9,276,0.10918033944210177,Dead Man Walking (1995),Leaving Las Vegas (1995)
9,286,0.11975555360034129,Dead Man Walking (1995),"English Patient, The (1996)"
9,288,0.06960911809817522,Dead Man Walking (1995),Scream (1996)
9,294,0.06984283006879838,Dead Man Walking (1995),Liar Liar (1997)
9,300,0.07785692541605153,Dead Man Walking (1995),Air Force One (1997)
9,302,0.0599835817131275,Dead Man Walking (1995),L.A. Confidential (1997)
9,313,0.058891417530348135,Dead Man Walking (1995),Titanic (1997)
9,318,0.06032441492605034,Dead Man Walking (1995),Schindler's List (1993)
9,328,0.04330399737754206,Dead Man Walking (1995),Conspiracy Theory (1997)
9,405,0.05476407345307947,Dead Man Walking (1995),Mission: Impossible (1996)
9,423,0.035024173350509544,Dead Man Walking (1995),E.T. the Extra-Terrestrial (1982)
9,748,0.03889990715692181,Dead Man Walking (1995),"Saint, The (1997)"
15,1,0.13315971732083745,Mr. Holland's Opus (1995),Toy Story (1995)
15,7,0.078135961520608,Mr. Holland's Opus (1995),Twelve Monkeys (1995)
15,9,0.08020654330348091,Mr. Holland's Opus (1995),Dead Man Walking (1995)
15,22,0.042845125600629134,Mr. Holland's Opus (1995),Braveheart (1995)
15,25,0.0866413448567279,Mr. Holland's Opus (1995),"Birdcage, The (1996)"
15,50,0.1345003467697952,Mr. Holland's Opus (1995),Star Wars (1977)
15,56,0.0444451669170191,Mr. Holland's Opus (1995),Pulp Fiction (1994)
15,69,0.051953553523116335,Mr. Holland's Opus (1995),Forrest Gump (1994)
15,79,0.04033471486156073,Mr. Holland's Opus (1995),"Fugitive, The (1993)"
15,96,0.037310635688949226,Mr. Holland's Opus (1995),Terminator 2: Judgment Day (1991)
15,98,0.0580625485580782,Mr. Holland's Opus (1995),"Silence of the Lambs, The (1991)"
15,100,0.12329659563495907,Mr. Holland's Opus (1995),Fargo (1996)
15,117,0.10001307166156632,Mr. Holland's Opus (1995),"Rock, The (1996)"
15,118,0.08277786932706133,Mr. Holland's Opus (1995),Twister (1996)
15,121,0.1231233378149319,Mr. Holland's Opus (1995),Independence Day (ID4) (1996)
15,127,0.09728276671411236,Mr. Holland's Opus (1995),"Godfather, The (1972)"
15,151,0.07615881063116818,Mr. Holland's Opus (1995),Willy Wonka and the Chocolate Factory (1971)
15,168,0.03909473715798178,Mr. Holland's Opus (1995),Monty Python and the Holy Grail (1974)
15,172,0.05697626576136442,Mr. Holland's Opus (1995),"Empire Strikes Back, The (1980)"
15,173,0.04467659814207099,Mr. Holland's Opus (1995),"Princess Bride, The (1987)"
15,174,0.06742733778742353,Mr. Holland's Opus (1995),Raiders of the Lost Ark (1981)
15,181,0.1242249876993171,Mr. Holland's Opus (1995),Return of the Jedi (1983)
15,183,0.028097078307741722,Mr. Holland's Opus (1995),Alien (1979)
15,195,0.034803385315594945,Mr. Holland's Opus (1995),"Terminator, The (1984)"
15,204,0.05462830105421294,Mr. Holland's Opus (1995),Back to the Future (1985)
15,210,0.04647462013556828,Mr. Holland's Opus (1995),Indiana Jones and the Last Crusade (1989)
15,216,0.04588225816042323,Mr. Holland's Opus (1995),When Harry Met Sally... (1989)
15,222,0.09650572195655904,Mr. Holland's Opus (1995),Star Trek: First Contact (1996)
15,237,0.11808529357304089,Mr. Holland's Opus (1995),Jerry Maguire (1996)
15,257,0.0802539043226462,Mr. Holland's Opus (1995),Men in Black (1997)
15,258,0.09903831901859715,Mr. Holland's Opus (1995),Contact (1997)
15,269,0.0460432023241359,Mr. Holland's Opus (1995),"Full Monty, The (1997)"
15,276,0.0764613317392312,Mr. Holland's Opus (1995),Leaving Las Vegas (1995)
15,286,0.07711045136215162,Mr. Holland's Opus (1995),"English Patient, The (1996)"
15,288,0.07112756277982833,Mr. Holland's Opus (1995),Scream (1996)
15,294,0.08721994217252703,Mr. Holland's Opus (1995),Liar Liar (1997)
15,300,0.08713524020113653,Mr. Holland's Opus (1995),Air Force One (1997)
15,302,0.028070083301351446,Mr. Holland's Opus (1995),L.A. Confidential (1997)
15,313,0.06366546989865664,Mr. Holland's Opus (1995),Titanic (1997)
15,318,0.055473955778991814,Mr. Holland's Opus (1995),Schindler's List (1993)
15,328,0.04783245036962849,Mr. Holland's Opus (1995),Conspiracy Theory (1997)
15,405,0.0769101984567453,Mr. Holland's Opus (1995),Mission: Impossible (1996)
15,423,0.04344732540709693,Mr. Holland's Opus (1995),E.T. the Extra-Terrestrial (1982)
15,748,0.05784628570126317,Mr. Holland's Opus (1995),"Saint, The (1997)"
22,1,0.0706214096828983,Braveheart (1995),Toy Story (1995)
22,7,0.06190593670144137,Braveheart (1995),Twelve Monkeys (1995)
22,9,0.03853870222836053,Braveheart (1995),Dead Man Walking (1995)
22,15,0.04226808687200111,Braveheart (1995),Mr. Holland's Opus (1995)
22,25,0.027899101119483634,Braveheart (1995),"Birdcage, The (1996)"
22,50,0.1177975492315225,Braveheart (1995),Star Wars (1977)
22,56,0.09341671197900372,Braveheart (1995),Pulp Fiction (1994)
22,69,0.07920738454773653,Braveheart (1995),Forrest Gump (1994)
22,79,0.08815729867513876,Braveheart (1995),"Fugitive, The (1993)"
22,96,0.07000344706392239,Braveheart (1995),Terminator 2: Judgment Day (1991)
22,98,0.09324594102321611,Braveheart (1995),"Silence of the Lambs, The (1991)"
22,100,0.0822540785280545,Braveheart (1995),Fargo (1996)
22,117,0.06159037836561484,Braveheart (1995),"Rock, The (1996)"
22,118,0.03947462416737226,Braveheart (1995),Twister (1996)
22,121,0.0624459182584074,Braveheart (1995),Independence Day (ID4) (1996)
22,127,0.07561705597613076,Braveheart (1995),"Godfather, The (1972)"
22,151,0.04509012866193089,Braveheart (1995),Willy Wonka and the Chocolate Factory (1971)
22,168,0.06277880030005657,Braveheart (1995),Monty Python and the Holy Grail (1974)
22,172,0.0973800070603716,Braveheart (1995),"Empire Strikes Back, The (1980)"
22,173,0.07008307297915155,Braveheart (1995),"Princess Bride, The (1987)"
22,174,0.1162878038855516,Braveheart (1995),Raiders of the Lost Ark (1981)
22,181,0.09429785693795577,Braveheart (1995),Return of the Jedi (1983)
22,183,0.06848482670611,Braveheart (1995),Alien (1979)
22,195,0.07150402359814306,Braveheart (1995),"Terminator, The (1984)"
22,204,0.07235382331237049,Braveheart (1995),Back to the Future (1985)
22,210,0.08143378447423512,Braveheart (1995),Indiana Jones and the Last Crusade (1989)
22,216,0.05374944427519438,Braveheart (1995),When Harry Met Sally... (1989)
22,222,0.056244161530311455,Braveheart (1995),Star Trek: First Contact (1996)
22,237,0.056000426738159984,Braveheart (1995),Jerry Maguire (1996)
22,257,0.04104436380375977,Braveheart (1995),Men in Black (1997)
22,258,0.06594855658473367,Braveheart (1995),Contact (1997)
22,269,0.03687067786345988,Braveheart (1995),"Full Monty, The (1997)"
22,276,0.03651207342329637,Braveheart (1995),Leaving Las Vegas (1995)
22,286,0.05600324944211523,Braveheart (1995),"English Patient, The (1996)"
22,288,0.05646258898200628,Braveheart (1995),Scream (1996)
22,294,0.060669724270736435,Braveheart (1995),Liar Liar (1997)
22,300,0.0512901218974936,Braveheart (1995),Air Force One (1997)
22,302,0.03404420648077365,Braveheart (1995),L.A. Confidential (1997)
22,313,0.05406678680367746,Braveheart (1995),Titanic (1997)
22,318,0.08243957230585718,Braveheart (1995),Schindler's List (1993)
22,328,0.03000982822745718,Braveheart (1995),Conspiracy Theory (1997)
22,405,0.04646178854271852,Braveheart (1995),Mission: Impossible (1996)
22,423,0.06367567340250573,Braveheart (1995),E.T. the Extra-Terrestrial (1982)
22,748,0.03247353579246291,Braveheart (1995),"Saint, The (1997)"
25,1,0.10076406150929312,"Birdcage, The (1996)",Toy Story (1995)
25,7,0.07930940446871215,"Birdcage, The (1996)",Twelve Monkeys (1995)
25,9,0.06524903800696394,"Birdcage, The (1996)",Dead Man Walking (1995)
25,15,0.0866413448567279,"Birdcage, The (1996)",Mr. Holland's Opus (1995)
25,22,0.028279976220090906,"Birdcage, The (1996)",Braveheart (1995)
25,50,0.1120768220752133,"Birdcage, The (1996)",Star Wars (1977)
25,56,0.042036065103900594,"Birdcage, The (1996)",Pulp Fiction (1994)
25,69,0.03759206207627906,"Birdcage, The (1996)",Forrest Gump (1994)
25,79,0.03964967646734863,"Birdcage, The (1996)","Fugitive, The (1993)"
25,96,0.030114753753403462,"Birdcage, The (1996)",Terminator 2: Judgment Day (1991)
25,98,0.04981423045682346,"Birdcage, The (1996)","Silence of the Lambs, The (1991)"
25,100,0.11471199443840387,"Birdcage, The (1996)",Fargo (1996)
25,117,0.0831548306103855,"Birdcage, The (1996)","Rock, The (1996)"
25,118,0.062308146966065306,"Birdcage, The (1996)",Twister (1996)
25,121,0.08980681350042023,"Birdcage, The (1996)",Independence Day (ID4) (1996)
25,127,0.08165251386974573,"Birdcage, The (1996)","Godfather, The (1972)"
25,151,0.07080746581823225,"Birdcage, The (1996)",Willy Wonka and the Chocolate Factory (1971)
25,168,0.0368173366563133,"Birdcage, The (1996)",Monty Python and the Holy Grail (1974)
25,172,0.03887252256251118,"Birdcage, The (1996)","Empire Strikes Back, The (1980)"
25,173,0.04038888683990376,"Birdcage, The (1996)","Princess Bride, The (1987)"
25,174,0.04829309137926428,"Birdcage, The (1996)",Raiders of the Lost Ark (1981)
25,181,0.08686692518757291,"Birdcage, The (1996)",Return of the Jedi (1983)
25,183,0.027698913455659106,"Birdcage, The (1996)",Alien (1979)
25,195,0.030229062592852646,"Birdcage, The (1996)","Terminator, The (1984)"
25,204,0.04183573978109229,"Birdcage, The (1996)",Back to the Future (1985)
25,210,0.041811715802941296,"Birdcage, The (1996)",Indiana Jones and the Last Crusade (1989)
25,216,0.036243167698938095,"Birdcage, The (1996)",When Harry Met Sally... (1989)
25,222,0.06642243891332952,"Birdcage, The (1996)",Star Trek: First Contact (1996)
25,237,0.09567138973851008,"Birdcage, The (1996)",Jerry Maguire (1996)
25,257,0.06929632519568747,"Birdcage, The (1996)",Men in Black (1997)
25,258,0.07841102984802156,"Birdcage, The (1996)",Contact (1997)
25,269,0.04673971052259567,"Birdcage, The (1996)","Full Monty, The (1997)"
25,276,0.06654204975879645,"Birdcage, The (1996)",Leaving Las Vegas (1995)
25,286,0.07088946164199823,"Birdcage, The (1996)","English Patient, The (1996)"
25,288,0.06051247282506422,"Birdcage, The (1996)",Scream (1996)
25,294,0.06475576646604018,"Birdcage, The (1996)",Liar Liar (1997)
25,300,0.05440558981620318,"Birdcage, The (1996)",Air Force One (1997)
25,302,0.030347487671862156,"Birdcage, The (1996)",L.A. Confidential (1997)
25,313,0.05215024247755218,"Birdcage, The (1996)",Titanic (1997)
25,318,0.041567242604868986,"Birdcage, The (1996)",Schindler's List (1993)
25,328,0.028816467466651986,"Birdcage, The (1996)",Conspiracy Theory (1997)
25,405,0.06975850570796423,"Birdcage, The (1996)",Mission: Impossible (1996)
25,423,0.03428137502501746,"Birdcage, The (1996)",E.T. the Extra-Terrestrial (1982)
25,748,0.03510137739426877,"Birdcage, The (1996)","Saint, The (1997)"
50,1,0.12650428551436374,Star Wars (1977),Toy Story (1995)
50,7,0.0915459148273549,Star Wars (1977),Twelve Monkeys (1995)
50,9,0.06613928563378947,Star Wars (1977),Dead Man Walking (1995)
50,15,0.06759622916560884,Star Wars (1977),Mr. Holland's Opus (1995)
50,22,0.06001007225002094,Star Wars (1977),Braveheart (1995)
50,25,0.05632677335855484,Star Wars (1977),"Birdcage, The (1996)"
50,56,0.08247985250725505,Star Wars (1977),Pulp Fiction (1994)
50,69,0.05896318393879688,Star Wars (1977),Forrest Gump (1994)
50,79,0.07134808727242177,Star Wars (1977),"Fugitive, The (1993)"
50,96,0.062144830251988276,Star Wars (1977),Terminator 2: Judgment Day (1991)
50,98,0.08514721466339294,Star Wars (1977),"Silence of the Lambs, The (1991)"
50,100,0.12979371326133812,Star Wars (1977),Fargo (1996)
50,117,0.09018411713304265,Star Wars (1977),"Rock, The (1996)"
50,118,0.06323083310542918,Star Wars (1977),Twister (1996)
50,121,0.09740938071280486,Star Wars (1977),Independence Day (ID4) (1996)
50,127,0.13127527985277263,Star Wars (1977),"Godfather, The (1972)"
50,151,0.0710675823243626,Star Wars (1977),Willy Wonka and the Chocolate Factory (1971)
50,168,0.06347068664290066,Star Wars (1977),Monty Python and the Holy Grail (1974)
50,172,0.09474585213642094,Star Wars (1977),"Empire Strikes Back, The (1980)"
50,173,0.07001540253179205,Star Wars (1977),"Princess Bride, The (1987)"
50,174,0.10632667593732219,Star Wars (1977),Raiders of the Lost Ark (1981)
50,181,0.1813508552546637,Star Wars (1977),Return of the Jedi (1983)
50,183,0.0630770129648016,Star Wars (1977),Alien (1979)
50,195,0.06246178342537983,Star Wars (1977),"Terminator, The (1984)"
50,204,0.06628499869464952,Star Wars (1977),Back to the Future (1985)
50,210,0.07299958775290502,Star Wars (1977),Indiana Jones and the Last Crusade (1989)
50,216,0.04799681285019155,Star Wars (1977),When Harry Met Sally... (1989)
50,222,0.0946412551456191,Star Wars (1977),Star Trek: First Contact (1996)
50,237,0.08789838463441667,Star Wars (1977),Jerry Maguire (1996)
50,257,0.09163376170545703,Star Wars (1977),Men in Black (1997)
50,258,0.1181758554988454,Star Wars (1977),Contact (1997)
50,269,0.05904914709494946,Star Wars (1977),"Full Monty, The (1997)"
50,276,0.06706146403490414,Star Wars (1977),Leaving Las Vegas (1995)
50,286,0.08970932534779295,Star Wars (1977),"English Patient, The (1996)"
50,288,0.07865530894216347,Star Wars (1977),Scream (1996)
50,294,0.08998114578721428,Star Wars (1977),Liar Liar (1997)
50,300,0.08333628664150441,Star Wars (1977),Air Force One (1997)
50,302,0.048099660790900466,Star Wars (1977),L.A. Confidential (1997)
50,313,0.06672336708211982,Star Wars (1977),Titanic (1997)
50,318,0.06669987788521417,Star Wars (1977),Schindler's List (1993)
50,328,0.04974769100843776,Star Wars (1977),Conspiracy Theory (1997)
50,405,0.06802716679039204,Star Wars (1977),Mission: Impossible (1996)
50,423,0.056673990135992836,Star Wars (1977),E.T. the Extra-Terrestrial (1982)
50,748,0.060959729608567194,Star Wars (1977),"Saint, The (1997)"
56,1,0.07192620905599942,Pulp Fiction (1994),Toy Story (1995)
56,7,0.07578250268913832,Pulp Fiction (1994),Twelve Monkeys (1995)
56,9,0.04586947759195608,Pulp Fiction (1994),Dead Man Walking (1995)
56,15,0.03305186270732635,Pulp Fiction (1994),Mr. Holland's Opus (1995)
56,22,0.07041818136488355,Pulp Fiction (1994),Braveheart (1995)
56,25,0.03126032252650475,Pulp Fiction (1994),"Birdcage, The (1996)"
56,50,0.12204506094347625,Pulp Fiction (1994),Star Wars (1977)
56,69,0.06434988042417918,Pulp Fiction (1994),Forrest Gump (1994)
56,79,0.08329004497130024,Pulp Fiction (1994),"Fugitive, The (1993)"
56,96,0.07026231318284265,Pulp Fiction (1994),Terminator 2: Judgment Day (1991)
56,98,0.11148595696132209,Pulp Fiction (1994),"Silence of the Lambs, The (1991)"
56,100,0.10436332516405213,Pulp Fiction (1994),Fargo (1996)
56,117,0.05993873181015664,Pulp Fiction (1994),"Rock, The (1996)"
56,118,0.03178895661660975,Pulp Fiction (1994),Twister (1996)
56,121,0.05495996306255584,Pulp Fiction (1994),Independence Day (ID4) (1996)
56,127,0.08165602383609735,Pulp Fiction (1994),"Godfather, The (1972)"
56,151,0.04665388409037786,Pulp Fiction (1994),Willy Wonka and the Chocolate Factory (1971)
56,168,0.07084787837230805,Pulp Fiction (1994),Monty Python and the Holy Grail (1974)
56,172,0.08451522520312894,Pulp Fiction (1994),"Empire Strikes Back, The (1980)"
56,173,0.0724273648202201,Pulp Fiction (1994),"Princess Bride, The (1987)"
56,174,0.10589266772860426,Pulp Fiction (1994),Raiders of the Lost Ark (1981)
56,181,0.08633422422220814,Pulp Fiction (1994),Return of the Jedi (1983)
56,183,0.07188679964759136,Pulp Fiction (1994),Alien (1979)
56,195,0.06951180210236853,Pulp Fiction (1994),"Terminator, The (1984)"
56,204,0.07582088827806563,Pulp Fiction (1994),Back to the Future (1985)
56,210,0.0680508777013433,Pulp Fiction (1994),Indiana Jones and the Last Crusade (1989)
56,216,0.060269913114652664,Pulp Fiction (1994),When Harry Met Sally... (1989)
56,222,0.056841053664476525,Pulp Fiction (1994),Star Trek: First Contact (1996)
56,237,0.04772419075387806,Pulp Fiction (1994),Jerry Maguire (1996)
56,257,0.04048255959452405,Pulp Fiction (1994),Men in Black (1997)
56,258,0.06827931589550493,Pulp Fiction (1994),Contact (1997)
56,269,0.035836590038993775,Pulp Fiction (1994),"Full Monty, The (1997)"
56,276,0.04063187039533578,Pulp Fiction (1994),Leaving Las Vegas (1995)
56,286,0.056921828759245285,Pulp Fiction (1994),"English Patient, The (1996)"
56,288,0.06570785437101392,Pulp Fiction (1994),Scream (1996)
56,294,0.05119065955369042,Pulp Fiction (1994),Liar Liar (1997)
56,300,0.03948405812287789,Pulp Fiction (1994),Air Force One (1997)
56,302,0.0405835730320706,Pulp Fiction (1994),L.A. Confidential (1997)
56,313,0.04238568786733536,Pulp Fiction (1994),Titanic (1997)
56,318,0.07736618514847121,Pulp Fiction (1994),Schindler's List (1993)
56,328,0.02492731032527561,Pulp Fiction (1994),Conspiracy Theory (1997)
56,405,0.0424157882962704,Pulp Fiction (1994),Mission: Impossible (1996)
56,423,0.05311429461998053,Pulp Fiction (1994),E.T. the Extra-Terrestrial (1982)
56,748,0.02932718274512823,Pulp Fiction (1994),"Saint, The (1997)"
69,1,0.07315489799051617,Forrest Gump (1994),Toy Story (1995)
69,7,0.05053669338394519,Forrest Gump (1994),Twelve Monkeys (1995)
69,9,0.04003446794819952,Forrest Gump (1994),Dead Man Walking (1995)
69,15,0.0474217793840283,Forrest Gump (1994),Mr. Holland's Opus (1995)
69,22,0.07328533710491505,Forrest Gump (1994),Braveheart (1995)
69,25,0.034313003702024204,Forrest Gump (1994),"Birdcage, The (1996)"
69,50,0.10708889793245663,Forrest Gump (1994),Star Wars (1977)
69,56,0.07898396538045668,Forrest Gump (1994),Pulp Fiction (1994)
69,79,0.07073379253913024,Forrest Gump (1994),"Fugitive, The (1993)"
69,96,0.060149168882728136,Forrest Gump (1994),Terminator 2: Judgment Day (1991)
69,98,0.08762678815592025,Forrest Gump (1994),"Silence of the Lambs, The (1991)"
69,100,0.0749618326604346,Forrest Gump (1994),Fargo (1996)
69,117,0.050931666216354615,Forrest Gump (1994),"Rock, The (1996)"
69,118,0.03304417371001487,Forrest Gump (1994),Twister (1996)
69,121,0.05421251961365234,Forrest Gump (1994),Independence Day (ID4) (1996)
69,127,0.06814430029997222,Forrest Gump (1994),"Godfather, The (1972)"
69,151,0.042558462079851055,Forrest Gump (1994),Willy Wonka and the Chocolate Factory (1971)
